Genre,2021,2020,2019,2018,2017,2016,2015,Overall
Animation,9.134615384615383,7.076719576719577,8.762057877813504,9.011373578302711,12.3046875,9.748083242059145,11.384062312762133,9.633086995980813
Biography,0.9615384615384616,0.7275132275132274,0.8038585209003215,0.6124234470691163,0.87890625,0.7667031763417306,0.35949670461354105,0.6741864384804874
Short,0.9615384615384616,0.7936507936507936,0.7234726688102894,0.5249343832020997,1.07421875,1.095290251916758,0.659077291791492,0.7908725528328796
Family,2.403846153846154,3.505291005291005,2.97427652733119,2.799650043744532,3.61328125,3.3953997809419496,7.789095266626722,4.2136652405030475
Adventure,5.288461538461538,4.1005291005291005,4.581993569131833,3.849518810148731,5.2734375,4.928806133625411,7.489514679448773,5.160119279139116
Western,0.0,0.06613756613756613,0.08038585209003216,0.0,0.1953125,0.21905805038335158,0.2995805871779509,0.14261636198625696
Comedy,12.980769230769232,11.30952380952381,12.218649517684888,13.910761154855644,13.57421875,11.281489594742606,13.72079089275015,12.705821340593804
Game-Show,0.9615384615384616,1.1243386243386242,0.5627009646302251,0.699912510936133,0.68359375,0.21905805038335158,0.2995805871779509,0.6223259432127577
War,1.4423076923076923,0.6613756613756614,0.40192926045016075,0.5249343832020997,0.48828125,0.7667031763417306,0.5991611743559018,0.5963956955788927
History,1.4423076923076923,1.8518518518518516,1.929260450160772,1.399825021872266,0.9765625,1.7524644030668126,0.9586578789694428,1.465058991313367
Sport,0.4807692307692308,1.0582010582010581,0.8842443729903537,1.0498687664041995,0.68359375,0.547645125958379,0.4793289394847214,0.7779074290159471
Romance,7.211538461538461,7.5396825396825395,8.118971061093246,8.136482939632545,6.34765625,5.3669222343921135,4.553624925104853,6.651108518086348
Reality-TV,1.4423076923076923,3.835978835978836,2.3311897106109325,2.1872265966754156,1.66015625,0.547645125958379,0.4793289394847214,1.8799429534552055
Adult,0.0,0.0,0.0,0.17497812773403326,0.0,0.0,0.0,0.0259302476338649
News,0.0,0.06613756613756613,0.0,0.17497812773403326,0.0,0.0,0.0,0.038895371450797356
Action,5.288461538461538,5.82010582010582,5.385852090032155,5.861767279090114,7.421875,8.433734939759036,7.849011384062313,6.702969013354078
Crime,6.730769230769231,4.894179894179894,6.028938906752412,5.336832895888014,4.78515625,4.819277108433735,4.973037747153984,5.186049526772981
Fantasy,6.25,5.489417989417989,6.270096463022508,6.824146981627297,6.25,7.119386637458927,6.5907729179149195,6.365875794113834
Thriller,4.326923076923077,6.283068783068783,5.466237942122187,5.2493438320209975,3.80859375,5.3669222343921135,4.913121629718394,5.211979774406846
Musical,0.0,0.3306878306878307,0.40192926045016075,0.699912510936133,0.390625,0.6571741511500547,0.7789095266626722,0.5315700764942305
Talk-Show,0.4807692307692308,0.13227513227513227,0.08038585209003216,0.5249343832020997,0.48828125,0.10952902519167579,0.05991611743559017,0.22040710488785167
Documentary,3.3653846153846154,3.968253968253968,2.491961414790997,4.024496937882764,3.515625,2.628696604600219,1.1384062312762133,2.891222611175937
Mystery,2.403846153846154,4.695767195767195,4.260450160771704,3.937007874015748,3.515625,4.928806133625411,4.313960455362492,4.239595488136912
Drama,18.269230769230766,17.79100529100529,17.845659163987136,15.748031496062993,15.72265625,16.42935377875137,13.181545835829839,16.07675353299624
Music,2.403846153846154,0.8597883597883598,0.964630225080386,1.0498687664041995,1.07421875,0.547645125958379,0.659077291791492,0.8945935433683392
Horror,1.4423076923076923,2.513227513227513,2.8938906752411575,1.837270341207349,1.7578125,2.08105147864184,1.9173157579388855,2.1651756774277198
Sci-Fi,4.326923076923077,3.505291005291005,3.536977491961415,3.849518810148731,3.515625,6.24315443592552,4.553624925104853,4.135874497601452
