Country_Availability,Year,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
Japan,2016.0,60.0,0.0,39.0,53.0,11.0,99.0,31.0,22.0,116.0,21.0,35.0,0.0,9.0,14.0,11.0,8.0,25.0,1.0,4.0,43.0,32.0,10.0,3.0,0.0,45.0,5.0,2.0
Japan,2017.0,67.0,0.0,37.0,56.0,12.0,107.0,39.0,27.0,129.0,24.0,44.0,0.0,11.0,23.0,8.0,2.0,34.0,0.0,1.0,49.0,27.0,9.0,6.0,0.0,53.0,6.0,1.0
Japan,2018.0,87.0,1.0,43.0,40.0,18.0,144.0,53.0,39.0,177.0,17.0,44.0,1.0,12.0,32.0,6.0,6.0,31.0,0.0,6.0,67.0,36.0,8.0,12.0,4.0,71.0,8.0,1.0
Japan,2019.0,68.0,0.0,34.0,48.0,15.0,122.0,48.0,33.0,165.0,26.0,44.0,3.0,12.0,28.0,10.0,1.0,28.0,0.0,10.0,61.0,23.0,8.0,6.0,0.0,49.0,4.0,1.0
Japan,2020.0,85.0,0.0,50.0,51.0,11.0,146.0,51.0,46.0,222.0,47.0,39.0,2.0,9.0,39.0,17.0,6.0,46.0,0.0,20.0,80.0,56.0,12.0,13.0,1.0,80.0,5.0,1.0
Japan,2021.0,14.0,0.0,7.0,13.0,3.0,20.0,9.0,10.0,40.0,6.0,6.0,1.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,10.0,7.0,1.0,4.0,1.0,12.0,1.0,1.0
Lithuania,2015.0,22.0,0.0,15.0,11.0,2.0,35.0,11.0,6.0,31.0,11.0,14.0,0.0,1.0,6.0,3.0,3.0,10.0,0.0,0.0,15.0,14.0,1.0,1.0,0.0,12.0,0.0,2.0
Lithuania,2016.0,34.0,0.0,28.0,29.0,11.0,68.0,22.0,24.0,74.0,23.0,24.0,0.0,10.0,5.0,10.0,6.0,15.0,1.0,3.0,27.0,18.0,6.0,3.0,0.0,26.0,3.0,2.0
Lithuania,2017.0,54.0,0.0,28.0,29.0,10.0,105.0,41.0,33.0,124.0,25.0,24.0,0.0,6.0,13.0,6.0,4.0,21.0,0.0,2.0,48.0,15.0,8.0,4.0,0.0,45.0,4.0,2.0
Lithuania,2018.0,78.0,0.0,30.0,23.0,15.0,159.0,54.0,41.0,200.0,19.0,38.0,1.0,14.0,36.0,8.0,10.0,26.0,0.0,6.0,77.0,23.0,7.0,11.0,4.0,77.0,8.0,2.0
Lithuania,2019.0,52.0,0.0,30.0,31.0,12.0,113.0,40.0,34.0,148.0,28.0,33.0,3.0,9.0,24.0,9.0,1.0,20.0,0.0,10.0,49.0,15.0,10.0,4.0,0.0,45.0,5.0,0.0
Lithuania,2020.0,45.0,0.0,36.0,39.0,9.0,137.0,40.0,45.0,164.0,45.0,25.0,2.0,9.0,22.0,12.0,4.0,37.0,0.0,20.0,70.0,22.0,12.0,12.0,1.0,60.0,2.0,1.0
Lithuania,2021.0,13.0,0.0,9.0,3.0,2.0,29.0,13.0,10.0,37.0,6.0,10.0,1.0,3.0,1.0,4.0,1.0,7.0,0.0,1.0,7.0,5.0,3.0,2.0,1.0,13.0,1.0,1.0
Malaysia,2015.0,26.0,0.0,15.0,15.0,2.0,37.0,14.0,1.0,46.0,12.0,17.0,0.0,2.0,7.0,3.0,5.0,11.0,0.0,0.0,23.0,12.0,1.0,3.0,0.0,21.0,1.0,2.0
Malaysia,2016.0,45.0,0.0,34.0,35.0,11.0,62.0,26.0,18.0,81.0,26.0,32.0,0.0,11.0,11.0,9.0,7.0,19.0,1.0,3.0,29.0,21.0,6.0,5.0,0.0,37.0,6.0,1.0
Malaysia,2017.0,65.0,0.0,37.0,36.0,10.0,85.0,34.0,24.0,114.0,25.0,32.0,0.0,7.0,11.0,6.0,3.0,16.0,0.0,1.0,43.0,17.0,9.0,4.0,0.0,39.0,6.0,2.0
Malaysia,2018.0,79.0,0.0,29.0,27.0,16.0,116.0,58.0,35.0,190.0,17.0,36.0,1.0,15.0,29.0,7.0,8.0,26.0,0.0,6.0,68.0,27.0,8.0,12.0,4.0,81.0,9.0,1.0
Malaysia,2019.0,67.0,0.0,38.0,44.0,13.0,101.0,36.0,34.0,151.0,26.0,39.0,3.0,13.0,23.0,10.0,1.0,21.0,0.0,10.0,55.0,26.0,9.0,7.0,0.0,51.0,7.0,0.0
Malaysia,2020.0,52.0,0.0,38.0,44.0,9.0,171.0,47.0,41.0,210.0,48.0,30.0,3.0,8.0,31.0,14.0,10.0,38.0,1.0,21.0,94.0,26.0,13.0,15.0,2.0,69.0,4.0,1.0
Malaysia,2021.0,8.0,0.0,6.0,3.0,2.0,19.0,6.0,9.0,25.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,6.0,3.0,1.0,3.0,1.0,7.0,0.0,1.0
Mexico,2015.0,25.0,0.0,17.0,12.0,2.0,31.0,11.0,6.0,32.0,10.0,14.0,0.0,1.0,7.0,4.0,3.0,12.0,0.0,0.0,16.0,11.0,1.0,2.0,0.0,17.0,2.0,1.0
Mexico,2016.0,42.0,0.0,34.0,28.0,13.0,64.0,24.0,25.0,79.0,25.0,27.0,0.0,11.0,6.0,7.0,5.0,20.0,1.0,3.0,17.0,19.0,7.0,4.0,0.0,33.0,6.0,1.0
Mexico,2017.0,57.0,0.0,35.0,36.0,10.0,113.0,45.0,28.0,121.0,25.0,29.0,0.0,8.0,16.0,7.0,1.0,19.0,0.0,2.0,48.0,20.0,7.0,5.0,0.0,49.0,3.0,2.0
Mexico,2018.0,77.0,0.0,38.0,30.0,21.0,136.0,55.0,41.0,178.0,22.0,44.0,1.0,16.0,28.0,9.0,13.0,25.0,0.0,6.0,58.0,30.0,8.0,12.0,4.0,75.0,10.0,3.0
Mexico,2019.0,53.0,0.0,33.0,33.0,16.0,114.0,42.0,36.0,138.0,27.0,35.0,3.0,8.0,28.0,12.0,3.0,22.0,0.0,10.0,45.0,21.0,9.0,5.0,0.0,48.0,4.0,1.0
Mexico,2020.0,46.0,0.0,36.0,38.0,12.0,136.0,46.0,46.0,177.0,44.0,23.0,2.0,9.0,23.0,14.0,3.0,36.0,0.0,20.0,64.0,23.0,11.0,12.0,1.0,67.0,3.0,1.0
Mexico,2021.0,8.0,0.0,6.0,3.0,2.0,13.0,7.0,11.0,18.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,3.0,1.0,2.0,1.0,5.0,0.0,1.0
Netherlands,2015.0,19.0,0.0,16.0,11.0,2.0,34.0,13.0,6.0,32.0,14.0,11.0,0.0,1.0,4.0,2.0,2.0,12.0,0.0,0.0,18.0,14.0,1.0,1.0,0.0,21.0,2.0,1.0
Netherlands,2016.0,45.0,0.0,34.0,33.0,11.0,68.0,27.0,20.0,78.0,25.0,26.0,0.0,8.0,9.0,8.0,5.0,19.0,1.0,3.0,26.0,23.0,5.0,5.0,0.0,36.0,6.0,3.0
Netherlands,2017.0,49.0,0.0,34.0,34.0,9.0,96.0,41.0,26.0,97.0,24.0,27.0,0.0,6.0,14.0,8.0,2.0,19.0,0.0,1.0,38.0,17.0,7.0,5.0,0.0,46.0,3.0,2.0
Netherlands,2018.0,63.0,0.0,27.0,27.0,16.0,114.0,45.0,38.0,146.0,19.0,32.0,1.0,11.0,23.0,4.0,10.0,26.0,0.0,6.0,47.0,26.0,7.0,9.0,4.0,66.0,8.0,3.0
Netherlands,2019.0,49.0,0.0,32.0,30.0,14.0,104.0,39.0,31.0,117.0,27.0,33.0,3.0,10.0,19.0,7.0,1.0,23.0,0.0,10.0,41.0,19.0,10.0,3.0,0.0,40.0,7.0,0.0
Netherlands,2020.0,51.0,0.0,40.0,43.0,9.0,138.0,51.0,45.0,173.0,48.0,26.0,2.0,9.0,22.0,11.0,3.0,36.0,0.0,19.0,69.0,23.0,12.0,13.0,1.0,71.0,3.0,1.0
Netherlands,2021.0,10.0,0.0,9.0,3.0,2.0,31.0,12.0,9.0,37.0,7.0,9.0,1.0,3.0,2.0,1.0,0.0,7.0,0.0,1.0,5.0,5.0,3.0,2.0,1.0,13.0,0.0,1.0
Poland,2015.0,17.0,0.0,19.0,11.0,2.0,39.0,8.0,6.0,36.0,11.0,15.0,0.0,1.0,7.0,3.0,3.0,11.0,0.0,0.0,20.0,16.0,1.0,1.0,0.0,13.0,1.0,2.0
Poland,2016.0,36.0,0.0,31.0,31.0,11.0,63.0,22.0,22.0,73.0,24.0,25.0,0.0,9.0,6.0,9.0,5.0,16.0,1.0,3.0,20.0,19.0,4.0,2.0,0.0,30.0,5.0,2.0
Poland,2017.0,41.0,0.0,32.0,32.0,10.0,96.0,39.0,28.0,98.0,25.0,26.0,0.0,6.0,14.0,6.0,1.0,18.0,0.0,3.0,37.0,12.0,5.0,4.0,0.0,40.0,3.0,2.0
Poland,2018.0,61.0,0.0,31.0,27.0,19.0,109.0,44.0,35.0,143.0,15.0,31.0,1.0,13.0,23.0,4.0,6.0,20.0,0.0,6.0,46.0,24.0,7.0,9.0,4.0,61.0,9.0,2.0
Poland,2019.0,51.0,0.0,35.0,32.0,13.0,121.0,39.0,32.0,137.0,27.0,35.0,3.0,12.0,22.0,8.0,5.0,18.0,0.0,10.0,44.0,19.0,10.0,5.0,0.0,45.0,8.0,0.0
Poland,2020.0,52.0,0.0,38.0,41.0,11.0,144.0,48.0,45.0,185.0,46.0,27.0,2.0,12.0,27.0,12.0,4.0,40.0,0.0,20.0,80.0,25.0,12.0,13.0,1.0,68.0,5.0,2.0
Poland,2021.0,13.0,0.0,11.0,4.0,3.0,31.0,15.0,12.0,41.0,6.0,10.0,1.0,3.0,2.0,5.0,1.0,7.0,0.0,1.0,9.0,8.0,3.0,2.0,1.0,14.0,1.0,1.0
Portugal,2015.0,16.0,0.0,14.0,11.0,3.0,35.0,10.0,4.0,28.0,9.0,11.0,0.0,2.0,4.0,2.0,3.0,10.0,0.0,0.0,16.0,15.0,1.0,1.0,0.0,16.0,2.0,2.0
Portugal,2016.0,36.0,0.0,30.0,32.0,13.0,62.0,21.0,23.0,69.0,22.0,24.0,0.0,10.0,4.0,7.0,5.0,19.0,1.0,3.0,21.0,20.0,5.0,3.0,0.0,27.0,6.0,1.0
Portugal,2017.0,39.0,0.0,28.0,30.0,8.0,82.0,36.0,23.0,83.0,23.0,22.0,0.0,2.0,12.0,6.0,1.0,15.0,0.0,1.0,32.0,13.0,6.0,6.0,0.0,36.0,2.0,2.0
Portugal,2018.0,57.0,0.0,24.0,24.0,14.0,101.0,44.0,37.0,131.0,14.0,25.0,1.0,11.0,22.0,6.0,8.0,19.0,0.0,6.0,42.0,22.0,7.0,8.0,4.0,60.0,7.0,0.0
Portugal,2019.0,49.0,0.0,36.0,29.0,13.0,107.0,37.0,33.0,121.0,24.0,31.0,3.0,9.0,24.0,8.0,2.0,21.0,0.0,10.0,40.0,22.0,10.0,4.0,0.0,39.0,4.0,0.0
Portugal,2020.0,46.0,0.0,35.0,39.0,9.0,132.0,43.0,45.0,169.0,41.0,24.0,2.0,10.0,23.0,12.0,4.0,37.0,0.0,20.0,69.0,25.0,11.0,13.0,1.0,64.0,2.0,1.0
Portugal,2021.0,12.0,0.0,9.0,3.0,2.0,28.0,12.0,10.0,37.0,6.0,10.0,1.0,3.0,1.0,3.0,0.0,7.0,0.0,1.0,7.0,5.0,3.0,2.0,1.0,13.0,1.0,1.0
Romania,2015.0,26.0,0.0,21.0,11.0,2.0,40.0,10.0,6.0,44.0,12.0,17.0,0.0,1.0,7.0,3.0,3.0,12.0,0.0,0.0,21.0,16.0,1.0,0.0,0.0,19.0,0.0,2.0
Romania,2016.0,38.0,0.0,29.0,29.0,13.0,72.0,29.0,24.0,80.0,24.0,24.0,0.0,10.0,6.0,9.0,7.0,17.0,1.0,3.0,27.0,15.0,6.0,4.0,0.0,36.0,4.0,2.0
Romania,2017.0,47.0,0.0,28.0,30.0,13.0,90.0,43.0,32.0,113.0,24.0,25.0,0.0,10.0,15.0,5.0,1.0,21.0,0.0,2.0,39.0,14.0,6.0,5.0,0.0,50.0,5.0,2.0
Romania,2018.0,83.0,0.0,33.0,24.0,19.0,159.0,58.0,41.0,213.0,21.0,41.0,1.0,13.0,39.0,9.0,11.0,29.0,0.0,6.0,80.0,25.0,7.0,11.0,4.0,84.0,9.0,2.0
Romania,2019.0,56.0,0.0,33.0,31.0,15.0,125.0,39.0,38.0,163.0,29.0,34.0,3.0,9.0,28.0,10.0,1.0,26.0,0.0,10.0,54.0,19.0,10.0,5.0,0.0,52.0,7.0,0.0
Romania,2020.0,50.0,0.0,37.0,39.0,8.0,137.0,48.0,46.0,185.0,46.0,26.0,2.0,8.0,27.0,12.0,5.0,37.0,0.0,20.0,74.0,23.0,12.0,13.0,1.0,68.0,3.0,1.0
Romania,2021.0,12.0,0.0,9.0,3.0,2.0,28.0,11.0,10.0,35.0,6.0,10.0,1.0,3.0,2.0,4.0,1.0,6.0,0.0,1.0,6.0,6.0,3.0,2.0,1.0,11.0,1.0,1.0
Russia,2015.0,21.0,0.0,14.0,11.0,2.0,32.0,11.0,6.0,30.0,12.0,13.0,0.0,1.0,5.0,3.0,5.0,10.0,0.0,0.0,15.0,11.0,1.0,1.0,0.0,13.0,1.0,2.0
Russia,2016.0,38.0,0.0,29.0,30.0,12.0,64.0,24.0,24.0,82.0,23.0,25.0,0.0,10.0,3.0,7.0,7.0,19.0,1.0,3.0,27.0,19.0,7.0,3.0,0.0,29.0,5.0,2.0
Russia,2017.0,57.0,0.0,30.0,30.0,10.0,106.0,42.0,33.0,125.0,27.0,23.0,0.0,7.0,13.0,6.0,4.0,18.0,0.0,3.0,46.0,13.0,10.0,5.0,0.0,45.0,5.0,2.0
Russia,2018.0,79.0,0.0,31.0,24.0,15.0,160.0,59.0,42.0,205.0,20.0,37.0,1.0,16.0,35.0,8.0,10.0,29.0,0.0,6.0,81.0,22.0,7.0,10.0,4.0,83.0,8.0,0.0
Russia,2019.0,52.0,0.0,29.0,31.0,11.0,113.0,40.0,34.0,144.0,26.0,31.0,3.0,9.0,25.0,9.0,1.0,22.0,0.0,10.0,49.0,18.0,10.0,4.0,0.0,45.0,5.0,0.0
Russia,2020.0,49.0,0.0,39.0,39.0,9.0,143.0,43.0,45.0,174.0,46.0,27.0,2.0,11.0,23.0,13.0,5.0,40.0,0.0,20.0,73.0,24.0,11.0,13.0,1.0,63.0,2.0,2.0
Russia,2021.0,7.0,0.0,6.0,3.0,3.0,17.0,6.0,9.0,21.0,2.0,5.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,1.0,6.0,3.0,2.0,2.0,1.0,5.0,0.0,1.0
Singapore,2015.0,34.0,0.0,19.0,14.0,3.0,37.0,17.0,4.0,47.0,11.0,16.0,0.0,1.0,7.0,3.0,5.0,11.0,0.0,0.0,21.0,14.0,1.0,3.0,0.0,25.0,0.0,3.0
Singapore,2016.0,45.0,0.0,38.0,37.0,11.0,81.0,25.0,22.0,87.0,27.0,34.0,0.0,9.0,8.0,11.0,6.0,20.0,1.0,3.0,34.0,23.0,7.0,4.0,0.0,36.0,6.0,2.0
Singapore,2017.0,56.0,0.0,38.0,38.0,11.0,96.0,36.0,30.0,107.0,23.0,30.0,0.0,5.0,13.0,5.0,1.0,18.0,0.0,1.0,38.0,18.0,7.0,4.0,0.0,43.0,4.0,2.0
Singapore,2018.0,86.0,0.0,32.0,28.0,18.0,159.0,63.0,42.0,210.0,19.0,38.0,1.0,15.0,34.0,8.0,11.0,28.0,0.0,6.0,76.0,25.0,7.0,14.0,4.0,86.0,9.0,1.0
Singapore,2019.0,65.0,0.0,38.0,44.0,14.0,131.0,39.0,36.0,163.0,28.0,41.0,3.0,13.0,30.0,10.0,1.0,26.0,0.0,10.0,60.0,26.0,9.0,7.0,0.0,52.0,8.0,0.0
Singapore,2020.0,55.0,0.0,41.0,45.0,13.0,187.0,50.0,43.0,228.0,51.0,31.0,3.0,10.0,33.0,14.0,10.0,40.0,1.0,21.0,100.0,27.0,14.0,16.0,2.0,72.0,4.0,1.0
Singapore,2021.0,9.0,0.0,8.0,3.0,2.0,21.0,6.0,9.0,27.0,3.0,7.0,1.0,2.0,1.0,2.0,0.0,5.0,0.0,1.0,9.0,5.0,1.0,3.0,1.0,7.0,0.0,1.0
Slovakia,2015.0,26.0,0.0,19.0,11.0,3.0,36.0,8.0,6.0,43.0,12.0,16.0,0.0,1.0,7.0,3.0,3.0,11.0,0.0,0.0,21.0,15.0,1.0,1.0,0.0,17.0,1.0,2.0
Slovakia,2016.0,36.0,0.0,32.0,29.0,13.0,71.0,27.0,23.0,87.0,23.0,24.0,0.0,11.0,8.0,9.0,6.0,19.0,1.0,3.0,27.0,14.0,7.0,4.0,0.0,36.0,4.0,2.0
Slovakia,2017.0,56.0,0.0,30.0,29.0,12.0,98.0,44.0,34.0,136.0,26.0,26.0,0.0,11.0,14.0,6.0,3.0,21.0,0.0,2.0,48.0,16.0,8.0,5.0,0.0,50.0,6.0,2.0
Slovakia,2018.0,77.0,0.0,32.0,24.0,18.0,149.0,54.0,41.0,198.0,19.0,38.0,1.0,12.0,35.0,9.0,9.0,27.0,0.0,6.0,74.0,26.0,7.0,11.0,4.0,74.0,9.0,2.0
Slovakia,2019.0,57.0,0.0,36.0,34.0,16.0,135.0,44.0,37.0,163.0,33.0,35.0,3.0,10.0,25.0,11.0,2.0,23.0,0.0,10.0,54.0,20.0,11.0,4.0,0.0,53.0,6.0,0.0
Slovakia,2020.0,52.0,0.0,41.0,37.0,9.0,158.0,51.0,48.0,179.0,47.0,32.0,2.0,8.0,23.0,13.0,8.0,40.0,0.0,20.0,79.0,26.0,12.0,12.0,1.0,68.0,4.0,1.0
Slovakia,2021.0,12.0,0.0,9.0,3.0,2.0,28.0,11.0,10.0,35.0,6.0,10.0,1.0,3.0,2.0,4.0,1.0,6.0,0.0,1.0,7.0,6.0,3.0,2.0,1.0,11.0,1.0,1.0
South Africa,2015.0,23.0,0.0,13.0,13.0,3.0,37.0,14.0,4.0,38.0,11.0,15.0,0.0,2.0,5.0,2.0,3.0,12.0,0.0,0.0,18.0,14.0,1.0,1.0,0.0,17.0,0.0,2.0
South Africa,2016.0,37.0,0.0,30.0,32.0,10.0,70.0,21.0,23.0,78.0,23.0,28.0,0.0,10.0,5.0,10.0,7.0,13.0,1.0,4.0,25.0,17.0,6.0,3.0,0.0,29.0,5.0,1.0
South Africa,2017.0,58.0,0.0,32.0,29.0,10.0,105.0,40.0,35.0,124.0,25.0,27.0,0.0,8.0,14.0,6.0,4.0,20.0,0.0,2.0,47.0,14.0,8.0,5.0,0.0,46.0,4.0,2.0
South Africa,2018.0,80.0,0.0,30.0,26.0,15.0,158.0,54.0,42.0,202.0,21.0,38.0,1.0,14.0,39.0,7.0,10.0,29.0,0.0,6.0,81.0,26.0,7.0,10.0,4.0,81.0,8.0,0.0
South Africa,2019.0,54.0,0.0,35.0,33.0,13.0,119.0,40.0,35.0,152.0,29.0,35.0,3.0,9.0,28.0,10.0,2.0,24.0,0.0,10.0,50.0,21.0,10.0,4.0,0.0,50.0,6.0,0.0
South Africa,2020.0,45.0,0.0,33.0,41.0,9.0,149.0,41.0,48.0,183.0,46.0,27.0,2.0,9.0,24.0,12.0,5.0,36.0,0.0,22.0,80.0,26.0,14.0,12.0,1.0,64.0,2.0,1.0
South Africa,2021.0,8.0,0.0,6.0,3.0,2.0,15.0,6.0,9.0,19.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,6.0,3.0,1.0,2.0,1.0,5.0,0.0,1.0
South Korea,2015.0,29.0,0.0,23.0,14.0,3.0,43.0,17.0,4.0,55.0,11.0,18.0,0.0,2.0,5.0,3.0,3.0,11.0,0.0,0.0,27.0,17.0,2.0,2.0,0.0,21.0,0.0,3.0
South Korea,2016.0,67.0,0.0,39.0,34.0,14.0,78.0,35.0,21.0,99.0,25.0,28.0,0.0,12.0,12.0,8.0,4.0,19.0,1.0,3.0,34.0,31.0,7.0,4.0,0.0,58.0,7.0,2.0
South Korea,2017.0,56.0,0.0,33.0,42.0,8.0,96.0,39.0,24.0,109.0,26.0,34.0,0.0,8.0,14.0,7.0,4.0,18.0,0.0,1.0,43.0,16.0,7.0,6.0,0.0,46.0,3.0,2.0
South Korea,2018.0,74.0,1.0,38.0,36.0,13.0,127.0,57.0,37.0,182.0,17.0,45.0,1.0,12.0,29.0,9.0,3.0,29.0,0.0,6.0,59.0,31.0,7.0,8.0,4.0,71.0,11.0,3.0
South Korea,2019.0,50.0,0.0,30.0,39.0,15.0,104.0,40.0,31.0,144.0,27.0,39.0,4.0,14.0,21.0,8.0,1.0,21.0,0.0,9.0,56.0,18.0,9.0,9.0,1.0,41.0,7.0,0.0
South Korea,2020.0,33.0,0.0,34.0,45.0,10.0,100.0,26.0,38.0,132.0,46.0,30.0,2.0,12.0,19.0,12.0,6.0,35.0,0.0,20.0,54.0,22.0,9.0,8.0,1.0,46.0,6.0,1.0
South Korea,2021.0,4.0,0.0,3.0,4.0,2.0,12.0,5.0,9.0,16.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0
Spain,2015.0,19.0,0.0,18.0,13.0,3.0,35.0,13.0,6.0,32.0,11.0,12.0,0.0,1.0,4.0,2.0,3.0,10.0,0.0,0.0,19.0,15.0,1.0,2.0,0.0,20.0,1.0,1.0
Spain,2016.0,36.0,0.0,27.0,31.0,13.0,61.0,21.0,25.0,71.0,20.0,23.0,0.0,11.0,5.0,7.0,5.0,21.0,1.0,3.0,23.0,18.0,6.0,3.0,0.0,32.0,6.0,2.0
Spain,2017.0,45.0,0.0,32.0,31.0,8.0,103.0,38.0,29.0,98.0,25.0,25.0,0.0,5.0,11.0,5.0,1.0,16.0,0.0,2.0,38.0,13.0,7.0,5.0,0.0,36.0,3.0,2.0
Spain,2018.0,59.0,0.0,27.0,29.0,14.0,120.0,47.0,41.0,144.0,19.0,32.0,1.0,11.0,21.0,5.0,10.0,22.0,0.0,6.0,46.0,22.0,8.0,9.0,4.0,60.0,7.0,1.0
Spain,2019.0,53.0,0.0,34.0,30.0,16.0,105.0,45.0,34.0,131.0,28.0,33.0,3.0,11.0,23.0,10.0,2.0,20.0,0.0,10.0,40.0,20.0,10.0,4.0,0.0,42.0,5.0,0.0
Spain,2020.0,48.0,0.0,37.0,44.0,10.0,135.0,46.0,46.0,170.0,45.0,25.0,2.0,9.0,22.0,14.0,5.0,39.0,0.0,20.0,69.0,23.0,12.0,11.0,1.0,67.0,4.0,1.0
Spain,2021.0,12.0,0.0,9.0,3.0,2.0,28.0,12.0,10.0,37.0,6.0,10.0,1.0,3.0,1.0,3.0,0.0,7.0,0.0,1.0,7.0,5.0,3.0,2.0,1.0,13.0,1.0,1.0
Sweden,2015.0,17.0,0.0,13.0,10.0,4.0,37.0,11.0,6.0,27.0,10.0,12.0,0.0,2.0,4.0,2.0,3.0,11.0,0.0,0.0,17.0,14.0,1.0,1.0,0.0,14.0,2.0,2.0
Sweden,2016.0,41.0,0.0,26.0,31.0,12.0,63.0,29.0,20.0,81.0,21.0,23.0,0.0,9.0,4.0,8.0,5.0,21.0,1.0,3.0,23.0,15.0,3.0,3.0,0.0,35.0,5.0,2.0
Sweden,2017.0,45.0,0.0,33.0,31.0,9.0,92.0,39.0,28.0,97.0,23.0,27.0,0.0,8.0,16.0,6.0,2.0,20.0,0.0,2.0,36.0,17.0,6.0,6.0,0.0,47.0,5.0,2.0
Sweden,2018.0,57.0,0.0,25.0,23.0,15.0,105.0,44.0,36.0,135.0,13.0,24.0,1.0,10.0,20.0,5.0,7.0,20.0,0.0,6.0,42.0,24.0,8.0,8.0,4.0,62.0,7.0,1.0
Sweden,2019.0,40.0,0.0,26.0,33.0,15.0,100.0,38.0,30.0,125.0,26.0,28.0,3.0,8.0,20.0,8.0,1.0,20.0,0.0,10.0,42.0,17.0,9.0,3.0,0.0,34.0,5.0,0.0
Sweden,2020.0,53.0,0.0,40.0,41.0,11.0,151.0,49.0,49.0,187.0,56.0,30.0,2.0,11.0,25.0,14.0,5.0,39.0,0.0,19.0,75.0,26.0,11.0,14.0,1.0,68.0,3.0,2.0
Sweden,2021.0,7.0,0.0,6.0,3.0,3.0,11.0,5.0,9.0,16.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,6.0,0.0,1.0
Switzerland,2015.0,31.0,0.0,25.0,11.0,6.0,50.0,16.0,7.0,45.0,15.0,15.0,0.0,3.0,8.0,2.0,3.0,16.0,0.0,0.0,23.0,19.0,1.0,1.0,0.0,29.0,3.0,4.0
Switzerland,2016.0,57.0,0.0,34.0,36.0,18.0,82.0,34.0,22.0,92.0,27.0,28.0,0.0,15.0,11.0,9.0,6.0,23.0,1.0,3.0,30.0,25.0,5.0,5.0,0.0,47.0,8.0,2.0
Switzerland,2017.0,55.0,0.0,41.0,37.0,10.0,101.0,40.0,27.0,114.0,32.0,34.0,0.0,7.0,16.0,6.0,1.0,25.0,0.0,3.0,41.0,20.0,7.0,6.0,0.0,49.0,6.0,2.0
Switzerland,2018.0,76.0,0.0,35.0,35.0,16.0,132.0,54.0,35.0,164.0,22.0,41.0,1.0,13.0,28.0,9.0,11.0,26.0,0.0,6.0,61.0,31.0,4.0,10.0,4.0,72.0,7.0,3.0
Switzerland,2019.0,58.0,0.0,41.0,35.0,16.0,113.0,47.0,33.0,142.0,30.0,35.0,3.0,10.0,26.0,10.0,2.0,23.0,0.0,10.0,44.0,18.0,10.0,4.0,0.0,52.0,5.0,0.0
Switzerland,2020.0,47.0,0.0,39.0,41.0,10.0,148.0,47.0,45.0,180.0,50.0,27.0,2.0,12.0,21.0,14.0,4.0,38.0,0.0,20.0,74.0,22.0,12.0,12.0,1.0,64.0,3.0,1.0
Switzerland,2021.0,9.0,0.0,8.0,4.0,3.0,26.0,8.0,10.0,33.0,7.0,7.0,1.0,3.0,2.0,3.0,0.0,8.0,0.0,1.0,8.0,3.0,3.0,2.0,1.0,11.0,1.0,1.0
Thailand,2015.0,28.0,0.0,16.0,12.0,2.0,36.0,16.0,4.0,45.0,11.0,17.0,0.0,1.0,7.0,3.0,5.0,12.0,0.0,0.0,17.0,13.0,1.0,3.0,0.0,23.0,0.0,2.0
Thailand,2016.0,44.0,0.0,35.0,38.0,12.0,77.0,25.0,24.0,87.0,28.0,32.0,0.0,10.0,8.0,13.0,7.0,19.0,1.0,3.0,33.0,22.0,7.0,4.0,0.0,35.0,6.0,1.0
Thailand,2017.0,51.0,0.0,35.0,38.0,11.0,98.0,38.0,28.0,105.0,22.0,30.0,0.0,6.0,12.0,5.0,2.0,17.0,0.0,1.0,39.0,15.0,6.0,5.0,0.0,42.0,4.0,2.0
Thailand,2018.0,85.0,0.0,32.0,27.0,18.0,155.0,59.0,43.0,213.0,18.0,39.0,1.0,15.0,37.0,8.0,10.0,29.0,0.0,6.0,78.0,26.0,8.0,13.0,4.0,87.0,10.0,1.0
Thailand,2019.0,67.0,0.0,38.0,44.0,14.0,139.0,40.0,36.0,174.0,29.0,48.0,3.0,14.0,39.0,10.0,1.0,26.0,0.0,10.0,68.0,25.0,9.0,7.0,0.0,52.0,8.0,0.0
Thailand,2020.0,53.0,0.0,39.0,45.0,12.0,180.0,51.0,44.0,221.0,50.0,30.0,2.0,9.0,34.0,14.0,8.0,39.0,0.0,21.0,100.0,25.0,12.0,13.0,1.0,75.0,4.0,1.0
