Country_Availability,Year,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
Turkey,2018.0,17.0,0.0,9.0,21.0,0.0,27.0,15.0,13.0,38.0,6.0,16.0,1.0,4.0,9.0,1.0,3.0,8.0,0.0,5.0,12.0,13.0,3.0,0.0,4.0,16.0,2.0,0.0
Turkey,2019.0,14.0,0.0,14.0,18.0,4.0,28.0,19.0,10.0,54.0,7.0,15.0,3.0,5.0,8.0,4.0,1.0,9.0,0.0,10.0,15.0,10.0,2.0,1.0,0.0,15.0,2.0,0.0
Turkey,2020.0,16.0,0.0,12.0,13.0,3.0,36.0,17.0,19.0,58.0,15.0,12.0,3.0,7.0,13.0,5.0,2.0,20.0,0.0,20.0,22.0,12.0,2.0,2.0,1.0,25.0,1.0,0.0
Turkey,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
United Kingdom,2015.0,5.0,0.0,8.0,11.0,1.0,20.0,6.0,0.0,14.0,9.0,7.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0
United Kingdom,2016.0,15.0,0.0,12.0,20.0,3.0,26.0,9.0,7.0,40.0,11.0,13.0,0.0,4.0,2.0,2.0,5.0,9.0,0.0,4.0,11.0,10.0,5.0,1.0,0.0,9.0,1.0,1.0
United Kingdom,2017.0,22.0,0.0,14.0,27.0,2.0,29.0,9.0,6.0,36.0,16.0,15.0,0.0,1.0,5.0,2.0,0.0,7.0,0.0,1.0,8.0,8.0,4.0,1.0,0.0,11.0,0.0,1.0
United Kingdom,2018.0,18.0,0.0,8.0,23.0,1.0,30.0,17.0,13.0,42.0,8.0,16.0,1.0,4.0,11.0,2.0,3.0,8.0,0.0,5.0,14.0,15.0,3.0,0.0,4.0,17.0,2.0,0.0
United Kingdom,2019.0,18.0,0.0,18.0,24.0,4.0,33.0,20.0,10.0,59.0,7.0,19.0,4.0,5.0,9.0,5.0,1.0,10.0,0.0,11.0,17.0,11.0,2.0,1.0,0.0,17.0,3.0,0.0
United Kingdom,2020.0,18.0,0.0,14.0,17.0,3.0,47.0,18.0,20.0,63.0,20.0,13.0,4.0,8.0,13.0,5.0,2.0,20.0,0.0,23.0,21.0,16.0,3.0,1.0,1.0,28.0,2.0,0.0
United Kingdom,2021.0,0.0,0.0,1.0,2.0,1.0,6.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
United States,2015.0,4.0,0.0,6.0,10.0,1.0,17.0,7.0,0.0,15.0,7.0,5.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0
United States,2016.0,14.0,0.0,10.0,18.0,4.0,22.0,12.0,7.0,46.0,10.0,15.0,1.0,8.0,2.0,2.0,4.0,10.0,0.0,3.0,14.0,9.0,4.0,0.0,0.0,9.0,2.0,1.0
United States,2017.0,26.0,0.0,17.0,29.0,3.0,32.0,11.0,10.0,39.0,15.0,16.0,0.0,3.0,5.0,2.0,0.0,6.0,0.0,2.0,9.0,10.0,5.0,1.0,0.0,10.0,0.0,1.0
United States,2018.0,15.0,0.0,8.0,21.0,0.0,23.0,18.0,15.0,37.0,6.0,11.0,1.0,5.0,8.0,2.0,3.0,6.0,0.0,6.0,7.0,15.0,3.0,1.0,4.0,15.0,2.0,0.0
United States,2019.0,16.0,0.0,18.0,24.0,4.0,32.0,17.0,11.0,57.0,7.0,19.0,4.0,5.0,10.0,4.0,1.0,10.0,0.0,12.0,16.0,11.0,2.0,1.0,0.0,15.0,3.0,0.0
United States,2020.0,14.0,0.0,12.0,14.0,3.0,39.0,15.0,23.0,57.0,18.0,11.0,4.0,6.0,13.0,5.0,2.0,20.0,0.0,14.0,18.0,13.0,2.0,1.0,1.0,24.0,1.0,0.0
United States,2021.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
